dg_id,player_name,country,event_name,current_round,dk_id,dk_salary,fd_id,fd_salary,yh_id,yh_salary,early_late,last_updated,primary_tour,datagolf_rank,owgr_rank,dg_skill_estimate,make_cut_baseline,top_10_baseline,top_20_baseline,top_5_baseline,win_baseline,baseline_pred,timing_adjustment,age_adjustment,strokes_gained_category_adjustment,course_experience_adjustment,course_history_adjustment,total_course_history_adjustment,total_fit_adjustment,driving_accuracy_adjustment,driving_distance_adjustment,other_fit_adjustment,final_pred,bet365
19477,"Schenk, Adam",USA,Fortinet Championship,1,19186950,7300,64033-78769,9400,golf.p.19122,25.0,0,2021-09-15 16:44:17 UTC,PGA,92.0,190.0,0.266973594459955,0.544025,0.08005,0.161525,0.0378,0.00615,0.257892040518563,-0.0243624863630983,0.0107283779144897,-0.10139342653142198,0.032,-0.0113221319918634,0.0206778680081366,0.005265152681926958,-0.0030617159140179802,0.0109129146175219,-0.00258604602157696,0.168807526228597,126.0
17509,"Seiffert, Chase",USA,Fortinet Championship,1,19187048,6100,64033-78782,7000,golf.p.13930,20.0,1,2021-09-15 16:44:17 UTC,PGA,263.0,287.0,-0.53190152043297,0.4146,0.033625,0.081,0.013775,0.001475,-0.53973241125386,0.0134540298347341,0.0089850654473953,0.0446347627609469,-0.016,-0.00413563857495902,-0.020135638574959,0.0283994649840661,0.0154766363845856,-0.0100064697483318,0.0229292983478123,-0.464394726801677,501.0
23482,"Sigg, Greyson",USA,Fortinet Championship,1,19186962,7100,64033-82357,8500,golf.p.22208,31.0,0,2021-09-15 16:44:17 UTC,KFT,154.0,141.0,-0.0548518687966543,0.50635,0.06265,0.134325,0.02835,0.00435,-0.0666727402953422,-0.0127058008247472,0.0214788047949053,0.007496441882298891,-0.04,0.0,-0.04,0.01643394695754852,-0.0017949548252693898,-0.00325326030756779,0.0214821620903857,-0.0739693474853367,201.0
11049,"Simpson, Webb",USA,Fortinet Championship,1,19186911,10800,64033-78804,11800,golf.p.8478,46.0,1,2021-09-15 16:44:17 UTC,PGA,9.0,22.0,1.53871110229685,0.7404,0.27699999999999997,0.4253,0.168075,0.043275,1.5258239826629099,-0.037458982848523,-0.0119346841577377,-0.15837272787572798,-0.016,-0.0422753828479018,-0.0582753828479018,-0.06405949597574523,0.0183289387352779,-0.006289521591056929,-0.0760989131199662,1.1957227089572702,19.0
10873,"Skinns, David",ENG,Fortinet Championship,1,19186994,6600,64033-78809,7000,golf.p.5985,25.0,1,2021-09-15 16:44:17 UTC,KFT,222.0,217.0,-0.36915413835916994,0.4407,0.0456,0.10305,0.020275,0.003325,-0.376321081045863,0.0946943948540529,-0.0244284235052478,-0.0234635596617127,-0.04,0.0,-0.04,0.009806088929492,-0.0138970585273468,0.0054749319211672,0.0182282155356716,-0.359712580429279,251.0
14050,"Sloan, Roger",CAN,Fortinet Championship,1,19186933,7800,64033-78811,9800,golf.p.11044,23.0,0,2021-09-15 16:44:17 UTC,PGA,116.0,219.0,0.136335155994519,0.54445,0.0811,0.166425,0.03705,0.006025,0.12383254455345201,0.00955288351646513,-0.0058330905229072895,-0.00131250642701699,0.02,0.0329800654886618,0.0529800654886618,-0.003001627756345282,0.00211715715621646,-0.00028550561145552204,-0.00483327930110622,0.17621826885230898,101.0
18474,"Smalley, Alex",USA,Fortinet Championship,1,19186965,7000,64033-80560,8800,golf.p.18385,20.0,0,2021-09-15 16:44:17 UTC,SAM,150.0,427.0,-0.0232404499673318,0.5528,0.09005,0.181075,0.0428,0.0067,-0.030259087641122,0.152812000431932,0.0272898463518867,0.0208328023784563,-0.04,0.0,-0.04,0.025336549182641187,0.0105015339366458,0.00508243417095609,0.0097525810750393,0.156012110703794,141.0
22985,"Smotherman, Austin",USA,Fortinet Championship,1,19187021,6300,64033-80362,7200,golf.p.21440,20.0,0,2021-09-15 16:44:17 UTC,KFT,258.0,321.0,-0.5005095235592679,0.4266,0.0359,0.08535,0.014875,0.002075,-0.510116891543724,0.0362606017905024,0.0188638360942636,-0.0141104634073801,-0.04,0.0,-0.04,0.0346790586423465,-0.0064178584798332,0.0027562490229675,0.0383406680992122,-0.47442385842399204,301.0
8820,"Snedeker, Brandt",USA,Fortinet Championship,1,19186926,8300,64033-78821,9900,golf.p.6936,30.0,0,2021-09-15 16:44:17 UTC,PGA,109.0,151.0,0.157331154750065,0.50385,0.0626,0.13395,0.0278,0.003825,0.14782710798861098,-0.00394644112847323,-0.0282056005172857,-0.193322573117104,0.05,0.0261593913064321,0.0761593913064321,-0.02095333506661124,0.007681537247584559,-0.0200793960352085,-0.0085554762789873,-0.0224414505344305,101.0
17536,"Spaun, J.J.",USA,Fortinet Championship,1,19187011,6400,64033-78831,7000,golf.p.20374,20.0,1,2021-09-15 16:44:17 UTC,PGA,267.0,382.0,-0.548198682093165,0.4068,0.0315,0.077225,0.012875,0.0014,-0.557218069448298,-0.0151468543985968,0.0057889925910554795,0.0809709970915924,0.055999999999999994,-0.00334034594801059,0.0526596540519894,0.0355458457357172,0.0198365437277584,-0.0143484582780774,0.0300577602860362,-0.39739943437653996,301.0
