dg_id,player_name,country,event_name,current_round,dk_id,dk_salary,fd_id,fd_salary,yh_id,yh_salary,early_late,last_updated,primary_tour,datagolf_rank,owgr_rank,dg_skill_estimate,make_cut_baseline,top_10_baseline,top_20_baseline,top_5_baseline,win_baseline,baseline_pred,timing_adjustment,age_adjustment,strokes_gained_category_adjustment,course_experience_adjustment,course_history_adjustment,total_course_history_adjustment,total_fit_adjustment,driving_accuracy_adjustment,driving_distance_adjustment,other_fit_adjustment,final_pred
19841,"DeChambeau, Bryson",USA,BMW Championship,1,18884346,9300.0,63120-78005,11100.0,golf.p.19918,42.0,0,2021-08-25 15:12:02 UTC,PGA,12,6,1.57468206383807,1,0.27985,0.48275,0.155075,0.03335,1.5606439633939901,0.000740928696991272,0.0165652236262854,0.19258270025893104,-0.04,0,-0.04,0,0,0,0,1.7305328159762
14577,"English, Harris",USA,BMW Championship,1,18884355,8400.0,63120-78050,9700.0,golf.p.11060,40.0,0,2021-08-25 15:12:02 UTC,PGA,16,11,1.50369504162819,1,0.200625,0.3866,0.101475,0.02045,1.4899893132512598,-0.013321205888896999,0.00203761973383187,-0.0657648881453356,-0.04,0,-0.04,0,0,0,0,1.3729408389508602
11676,"Finau, Tony",USA,BMW Championship,1,18884342,9800.0,63120-78078,11000.0,golf.p.8805,35.0,1,2021-08-25 15:12:02 UTC,PGA,17,9,1.47046769060318,1,0.2292,0.418,0.118025,0.0234,1.45709593731791,0.00644676691936019,0.00261872388952988,0.0927999478330366,-0.04,0,-0.04,0,0,0,0,1.51896137595983
5689,"Garcia, Sergio",ESP,BMW Championship,1,18884366,7600.0,63120-78116,8600.0,golf.p.1040,20.0,0,2021-08-25 15:12:02 UTC,PGA,41,55,0.924102387246119,1,0.137425,0.294875,0.06435,0.011375,0.906318351232489,0.0115759358303775,-0.0310853171409622,0.18932326517063502,-0.04,0,-0.04,0,0,0,0,1.0361322350925402
7399,"Glover, Lucas",USA,BMW Championship,1,18884398,6100.0,63120-78135,7000.0,golf.p.4809,20.0,0,2021-08-25 15:12:02 UTC,PGA,91,87,0.30964874642494,1,0.05065,0.1399,0.01935,0.00225,0.295703784671305,0.004709302926482579,-0.0316664212966602,0.0103921522518747,-0.04,0,-0.04,0,0,0,0,0.23913881855300198
18580,"Gooch, Talor",USA,BMW Championship,1,18884394,6200.0,63120-78140,7400.0,golf.p.18438,20.0,0,2021-08-25 15:12:02 UTC,PGA,43,75,0.8833359261759229,1,0.097525,0.228675,0.04175,0.006375,0.8727604431676209,-0.0119410404039316,0.0101730779136059,-0.0898418774562178,-0.04,0,-0.04,0,0,0,0,0.7411506032210771
11952,"Grace, Branden",RSA,BMW Championship,1,18884381,6800.0,63120-78145,8000.0,golf.p.8936,20.0,1,2021-08-25 15:12:02 UTC,PGA,49,56,0.7447225180015831,1,0.07845,0.191575,0.032375,0.0046,0.7291279988487489,0.0102387962103043,-0.00203010935605508,-0.161944958554873,-0.04,0,-0.04,0,0,0,0,0.535391727148125
12808,"Grillo, Emiliano",ARG,BMW Championship,1,18884387,6500.0,63120-78154,7600.0,golf.p.11523,20.0,0,2021-08-25 15:12:02 UTC,PGA,55,73,0.695134795511485,1,0.101525,0.235325,0.044825,0.00605,0.6801632224901619,0.0038805251144256,0.0130785986920965,0.0904478259722223,-0.04,0,-0.04,0,0,0,0,0.747570172268907
8825,"Harman, Brian",USA,BMW Championship,1,18884371,7300.0,63120-78187,8300.0,golf.p.6937,21.0,0,2021-08-25 15:12:02 UTC,PGA,37,42,0.969788331241263,1,0.1132,0.25895,0.04925,0.006875,0.9583920409326221,0.022106205865841,-0.00667894260164026,-0.0341099479277696,-0.04,0,-0.04,0,0,0,0,0.8997093562690529
14578,"Henley, Russell",USA,BMW Championship,1,18884361,7800.0,63120-78206,9100.0,golf.p.11062,20.0,1,2021-08-25 15:12:02 UTC,PGA,34,57,1.03585014576898,1,0.135425,0.2924,0.064025,0.010725,1.02311562693839,0.0179463238145936,0.00116596350028453,0.0295286953406899,-0.04,0,-0.04,0,0,0,0,1.0317566095939499
14140,"Higgs, Harry",USA,BMW Championship,1,18884396,6200.0,63120-116964,7100.0,n/a,0.0,0,2021-08-25 15:12:02 UTC,PGA,119,120,0.154983311810317,1,0.036575,0.109075,0.0134,0.001225,0.146254182013093,0.0193398577637935,0.0104636299914549,-0.16006968724895002,-0.04,0,-0.04,0,0,0,0,-0.0240120174806087
5768,"Hoffman, Charley",USA,BMW Championship,1,18884377,7000.0,63120-78223,8500.0,golf.p.696,20.0,1,2021-08-25 15:12:02 UTC,PGA,31,58,1.08740174050496,1,0.129325,0.278675,0.059175,0.009225,1.07459967501783,0.0194623905078122,-0.0415451919435286,-0.0668867718078316,-0.04,0,-0.04,0,0,0,0,0.9456301017742859
15575,"Hoge, Tom",USA,BMW Championship,1,18884400,6000.0,63120-78225,7100.0,n/a,0.0,1,2021-08-25 15:12:02 UTC,PGA,154,113,-0.0273972679031068,1,0.04065,0.117525,0.0153,0.00185,-0.0359558350238826,0.0128112873631401,0.00174706765598279,0.176221264484338,-0.04,0,-0.04,0,0,0,0,0.114823784479578
17538,"Homa, Max",USA,BMW Championship,1,18884390,6400.0,63120-78228,7600.0,golf.p.13933,20.0,1,2021-08-25 15:12:02 UTC,PGA,50,41,0.7214182913073192,1,0.104025,0.234525,0.04545,0.00735,0.709162673691141,0.015263073468103001,0.00668645297941695,0.0370304648110785,-0.04,0,-0.04,0,0,0,0,0.728142664949739
11276,"Horschel, Billy",USA,BMW Championship,1,18884369,7400.0,63120-78232,8500.0,golf.p.8598,31.0,0,2021-08-25 15:12:02 UTC,PGA,48,27,0.7572346577947908,1,0.0999,0.229575,0.04275,0.006275,0.746214230151958,0.0194494770126087,-0.006969494679489371,0.0108813718837523,-0.04,0,-0.04,0,0,0,0,0.7295755843688301
18841,"Hovland, Viktor",NOR,BMW Championship,1,18884348,9100.0,63120-101713,10300.0,golf.p.22835,39.0,1,2021-08-25 15:12:02 UTC,PGA,14,15,1.56828318634658,1,0.2633,0.4671,0.1422,0.030925,1.5537497816169,0.0148758810641212,0.0305117233630408,0.123449561610349,-0.04,0,-0.04,0,0,0,0,1.68258694765441
15556,"Hughes, Mackenzie",CAN,BMW Championship,1,18884379,6900.0,63120-78243,7800.0,golf.p.12992,20.0,0,2021-08-25 15:12:02 UTC,PGA,68,53,0.524419467117116,1,0.066625,0.171375,0.0261,0.002975,0.513261410521383,0.0010738220712514,0.00668645297941695,-0.0362696910471071,-0.04,0,-0.04,0,0,0,0,0.44475199452494396
17488,"Im, Sungjae",KOR,BMW Championship,1,18884359,8000.0,63120-78258,9200.0,golf.p.21084,30.0,0,2021-08-25 15:12:02 UTC,PGA,39,29,0.966479890553623,1,0.1565,0.32235,0.07365,0.012925,0.9548329076350028,0.0127741537360377,0.032545587907983994,0.17507311769499997,-0.04,0,-0.04,0,0,0,0,1.13522576697402
12422,"Johnson, Dustin",USA,BMW Championship,1,18884339,10400.0,63120-78289,11200.0,golf.p.9267,45.0,1,2021-08-25 15:12:02 UTC,PGA,11,2,1.6084039093786002,1,0.22265,0.410825,0.116475,0.02425,1.58995543146386,-0.0314264127656947,-0.0156860570149613,-0.0267621231904341,-0.04,0,-0.04,0,0,0,0,1.47608083849277
8605,"Jones, Matt",AUS,BMW Championship,1,18884399,6100.0,63120-78295,7000.0,golf.p.4932,20.0,0,2021-08-25 15:12:02 UTC,PGA,121,74,0.135689291945771,1,0.0497,0.136975,0.0187,0.0024,0.12308754888967599,0.0364132667085138,-0.0302136609074149,0.129510206992128,-0.04,0,-0.04,0,0,0,0,0.21879736168290304
14609,"Kim, Si Woo",KOR,BMW Championship,1,18884376,7100.0,63120-78346,8100.0,golf.p.13192,20.0,1,2021-08-25 15:12:02 UTC,PGA,84,51,0.39877555649962393,1,0.0923,0.220225,0.038525,0.00515,0.3853726636081479,0.020509393400896,0.0229573693389649,0.25833336488826997,-0.04,0,-0.04,0,0,0,0,0.64717279123628
12423,"Kirk, Chris",USA,BMW Championship,1,18884393,6300.0,63120-78355,7200.0,golf.p.9268,20.0,0,2021-08-25 15:12:02 UTC,PGA,60,69,0.615006908130317,1,0.088025,0.207175,0.035375,0.004875,0.604163646693313,0.0253725724236906,-0.0124899841586216,0.0344472786585549,-0.04,0,-0.04,0,0,0,0,0.611493513616937
11328,"Kisner, Kevin",USA,BMW Championship,1,18884374,7200.0,63120-78356,8100.0,golf.p.8615,23.0,1,2021-08-25 15:12:02 UTC,PGA,88,35,0.342905912706435,1,0.043375,0.12335,0.016,0.002025,0.329157015776443,-0.0124841367537267,-0.0168482653263577,-0.144750642757545,-0.04,0,-0.04,0,0,0,0,0.115073970938813
13470,"Kizzire, Patton",USA,BMW Championship,1,18884395,6200.0,63120-78358,7100.0,golf.p.9927,20.0,0,2021-08-25 15:12:02 UTC,PGA,67,115,0.535926904429475,1,0.07725,0.18805,0.030975,0.003925,0.525399867673934,0.0201885311374541,-0.00958446338013097,0.019415744025476002,-0.04,0,-0.04,0,0,0,0,0.515419679456733
16243,"Koepka, Brooks",USA,BMW Championship,1,18884340,10200.0,63120-78367,11300.0,golf.p.12875,41.0,1,2021-08-25 15:12:02 UTC,PGA,20,8,1.38316926026973,1,0.225325,0.4161,0.1181,0.024,1.36903375856651,-0.00107158684417241,0.00494314051232259,0.163584157494736,-0.04,0,-0.04,0,0,0,0,1.4964894697293898
12337,"Kokrak, Jason",USA,BMW Championship,1,18884362,7800.0,63120-78372,9000.0,golf.p.9166,31.0,0,2021-08-25 15:12:02 UTC,PGA,42,26,0.913797036974778,1,0.111525,0.2519,0.04985,0.00775,0.8975776823115079,-0.0022968988785852,-0.0124899841586217,-0.00995688701176348,-0.04,0,-0.04,0,0,0,0,0.832833912262537
13497,"Lee, Kyounghoon",KOR,BMW Championship,1,18884401,6000.0,63120-78419,7000.0,golf.p.11563,20.0,0,2021-08-25 15:12:02 UTC,PGA,104,59,0.210236317190617,1,0.0675,0.174925,0.027675,0.004175,0.20146043265772898,-0.00130421663588981,0.0093014216800586,0.282603390876321,-0.04,0,-0.04,0,0,0,0,0.45206102857821895
7649,"Leishman, Marc",AUS,BMW Championship,1,18884383,6700.0,63120-78430,7900.0,golf.p.8442,20.0,0,2021-08-25 15:12:02 UTC,PGA,74,40,0.48390437266561503,1,0.062875,0.16205,0.02525,0.0029,0.474029082474761,-0.00939614023389357,-0.0180104736377539,-0.0487329428182304,-0.04,0,-0.04,0,0,0,0,0.357889525784883
13900,"Lowry, Shane",IRL,BMW Championship,1,18884360,7900.0,63120-78467,9500.0,golf.p.10163,22.0,1,2021-08-25 15:12:02 UTC,PGA,28,39,1.1845376023436298,1,0.148725,0.3114,0.067325,0.0119,1.17098640785258,-0.0188945419418909,-0.00580728636809291,-0.0274276392897024,-0.04,0,-0.04,0,0,0,0,1.07885694025289
13562,"Matsuyama, Hideki",JPN,BMW Championship,1,18884351,8800.0,63120-78508,9800.0,golf.p.11446,38.0,0,2021-08-25 15:12:02 UTC,PGA,19,17,1.4047339464026698,1,0.2476,0.441625,0.13415,0.027375,1.39157350487562,-0.0131840915471537,0.0113352862250022,0.244240046820018,-0.04,0,-0.04,0,0,0,0,1.59396474637349
10091,"McIlroy, Rory",NIR,BMW Championship,1,18884345,9400.0,63120-78530,10800.0,golf.p.8016,38.0,0,2021-08-25 15:12:02 UTC,PGA,21,16,1.3789213546592798,1,0.222325,0.41135,0.116175,0.023325,1.3659450194289198,-0.0181648627450921,0.00145651557813364,0.17133105569773402,-0.04,0,-0.04,0,0,0,0,1.4805677279596898
18634,"McNealy, Maverick",USA,BMW Championship,1,18884378,7000.0,63120-78538,8200.0,golf.p.18457,20.0,0,2021-08-25 15:12:02 UTC,PGA,47,104,0.78522129189312,1,0.12015,0.267525,0.05345,0.008425,0.7745283340313391,0.0296821241802778,0.0241195776503611,0.119031225585724,-0.04,0,-0.04,0,0,0,0,0.907361261447702
1547,"Mickelson, Phil",USA,BMW Championship,1,18884391,6300.0,63120-78547,7500.0,golf.p.29,26.0,0,2021-08-25 15:12:02 UTC,PGA,158,33,-0.0591041742240369,1,0.033075,0.0999,0.01235,0.001625,-0.0711973063440645,0.00563372771102072,-0.0644988060936052,0.0660738752386443,-0.04,0,-0.04,0,0,0,0,-0.103988509488005
17365,"Mitchell, Keith",USA,BMW Championship,1,18884388,6500.0,63120-78552,7300.0,n/a,0.0,1,2021-08-25 15:12:02 UTC,PGA,123,124,0.132488115032386,1,0.04945,0.136475,0.01915,0.002125,0.12398389662225699,0.00743629462347772,0.010754182069304001,0.0863519666051607,-0.04,0,-0.04,0,0,0,0,0.188526339920199
